num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8144,12,32,0.001,0.4,0.7,1,1
4,0.8458,12,32,0.001,0.4,0.7,1,1
8,0.8583,12,32,0.001,0.4,0.7,1,1
16,0.8599,12,32,0.001,0.4,0.7,1,1
20,0.8593,12,32,0.001,0.4,0.7,1,1
