num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8642,12,32,0.001,0.4,0.7,1,1
2,0.8776,12,32,0.001,0.4,0.7,1,1
4,0.8827,12,32,0.001,0.4,0.7,1,1
5,0.8825,12,32,0.001,0.4,0.7,1,1
