num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8388,12,32,0.001,0.2,0.2,1,1
2,0.8563,12,32,0.001,0.2,0.2,1,1
4,0.8623,12,32,0.001,0.2,0.2,1,1
8,0.8716,12,32,0.001,0.2,0.2,1,1
10,0.8699,12,32,0.001,0.2,0.2,1,1
