num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8251,12,32,0.001,0.7,0.4,1,1
2,0.8496,12,32,0.001,0.7,0.4,1,1
4,0.8575,12,32,0.001,0.7,0.4,1,1
8,0.8664,12,32,0.001,0.7,0.4,1,1
10,0.8683,12,32,0.001,0.7,0.4,1,1
