num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.7413,12,32,0.001,0.7,0.4,1,1
4,0.8275,12,32,0.001,0.7,0.4,1,1
8,0.835,12,32,0.001,0.7,0.4,1,1
16,0.8368,12,32,0.001,0.7,0.4,1,1
20,0.8367,12,32,0.001,0.7,0.4,1,1
