num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8418,12,32,0.001,0.4,0.7,1,1
2,0.8595,12,32,0.001,0.4,0.7,1,1
4,0.8696,12,32,0.001,0.4,0.7,1,1
8,0.873,12,32,0.001,0.4,0.7,1,1
10,0.8722,12,32,0.001,0.4,0.7,1,1
