num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8315,12,32,0.001,0.2,0.4,1,1
4,0.8775,12,32,0.001,0.2,0.4,1,1
8,0.8804,12,32,0.001,0.2,0.4,1,1
16,0.8784,12,32,0.001,0.2,0.4,1,1
20,0.8826,12,32,0.001,0.2,0.4,1,1
