num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.7563,12,32,0.001,0.7,0.7,1,1
4,0.7841,12,32,0.001,0.7,0.7,1,1
8,0.7964,12,32,0.001,0.7,0.7,1,1
16,0.7995,12,32,0.001,0.7,0.7,1,1
20,0.8029,12,32,0.001,0.7,0.7,1,1
