num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8271,12,32,0.001,0.7,0.7,1,1
2,0.8513,12,32,0.001,0.7,0.7,1,1
4,0.8664,12,32,0.001,0.7,0.7,1,1
5,0.8674,12,32,0.001,0.7,0.7,1,1
