num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8573,12,32,0.001,0.7,0.4,1,1
2,0.8673,12,32,0.001,0.7,0.4,1,1
4,0.88,12,32,0.001,0.7,0.4,1,1
5,0.8818,12,32,0.001,0.7,0.4,1,1
