num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
0,0.098,12,32,0.001,0.7,0.7,1,10
1,0.8735,12,32,0.001,0.7,0.7,1,10
2,0.8859,12,32,0.001,0.7,0.7,1,10
3,0.8963,12,32,0.001,0.7,0.7,1,10
