num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.8435,12,32,0.001,0.2,0.7,1,1
4,0.8495,12,32,0.001,0.2,0.7,1,1
8,0.8548,12,32,0.001,0.2,0.7,1,1
16,0.853,12,32,0.001,0.2,0.7,1,1
20,0.8538,12,32,0.001,0.2,0.7,1,1
