num_masks,test_accuracy,EPOCHS,BATCH_SIZE,LR,dropout_probs1,dropout_probs2,num_groups,increment_amt
1,0.7877,12,32,0.001,0.7,0.7,1,1
2,0.814,12,32,0.001,0.7,0.7,1,1
4,0.8203,12,32,0.001,0.7,0.7,1,1
8,0.8313,12,32,0.001,0.7,0.7,1,1
10,0.8309,12,32,0.001,0.7,0.7,1,1
